0,1,2
5004.0,0.0,1.0
6528.0,0.0,1.0
7239.0,0.0,1.0
7718.0,0.0,1.0
16092.0,0.0,0.0
17239.0,0.0,0.0
27032.0,0.0,0.0
27716.0,0.0,1.0
30032.0,0.0,0.0
31232.0,0.0,0.0
3931.0,2.0,1.0
5004.0,2.0,1.0
9565.0,2.0,0.0
13460.0,2.0,0.0
17346.0,2.0,0.0
20924.0,2.0,1.0
22814.0,2.0,0.0
23897.0,2.0,0.0
25835.0,2.0,1.0
32796.0,2.0,1.0
3931.0,3.0,1.0
10595.0,3.0,0.0
13460.0,3.0,0.0
14649.0,3.0,1.0
17346.0,3.0,0.0
20268.0,3.0,0.0
24075.0,3.0,1.0
26321.0,3.0,1.0
27077.0,3.0,1.0
29369.0,3.0,0.0
3931.0,4.0,1.0
5327.0,4.0,0.0
17451.0,4.0,1.0
18974.0,4.0,1.0
19876.0,4.0,0.0
20924.0,4.0,0.0
25380.0,4.0,0.0
26321.0,4.0,1.0
26893.0,4.0,0.0
27032.0,4.0,1.0
245.0,5.0,0.0
594.0,5.0,1.0
2894.0,5.0,0.0
4829.0,5.0,0.0
13553.0,5.0,1.0
20801.0,5.0,1.0
21513.0,5.0,0.0
21696.0,5.0,1.0
24409.0,5.0,1.0
27081.0,5.0,0.0
2148.0,7.0,1.0
2724.0,7.0,0.0
7025.0,7.0,0.0
10151.0,7.0,0.0
13064.0,7.0,1.0
14519.0,7.0,0.0
15449.0,7.0,1.0
19147.0,7.0,1.0
24022.0,7.0,0.0
31227.0,7.0,1.0
2604.0,9.0,1.0
3946.0,9.0,0.0
7125.0,9.0,1.0
9379.0,9.0,0.0
16580.0,9.0,1.0
18585.0,9.0,1.0
20712.0,9.0,0.0
21144.0,9.0,1.0
27253.0,9.0,0.0
33423.0,9.0,0.0
2669.0,10.0,0.0
11003.0,10.0,0.0
14569.0,10.0,1.0
17154.0,10.0,1.0
17346.0,10.0,0.0
20924.0,10.0,0.0
22452.0,10.0,1.0
23674.0,10.0,1.0
26321.0,10.0,1.0
26415.0,10.0,0.0
8.0,11.0,0.0
4754.0,11.0,1.0
13539.0,11.0,0.0
13947.0,11.0,1.0
14302.0,11.0,1.0
22350.0,11.0,0.0
22591.0,11.0,1.0
24654.0,11.0,1.0
29457.0,11.0,0.0
33523.0,11.0,0.0
567.0,12.0,1.0
4336.0,12.0,1.0
11755.0,12.0,0.0
19938.0,12.0,1.0
20541.0,12.0,0.0
21469.0,12.0,0.0
23983.0,12.0,1.0
26766.0,12.0,1.0
28431.0,12.0,0.0
31124.0,12.0,0.0
3998.0,13.0,0.0
14502.0,13.0,1.0
16566.0,13.0,0.0
23703.0,13.0,1.0
23775.0,13.0,0.0
25741.0,13.0,1.0
27410.0,13.0,1.0
27836.0,13.0,1.0
28645.0,13.0,0.0
31931.0,13.0,0.0
75.0,14.0,0.0
2058.0,14.0,0.0
5831.0,14.0,0.0
9439.0,14.0,1.0
9858.0,14.0,1.0
16014.0,14.0,1.0
19982.0,14.0,1.0
28281.0,14.0,0.0
31318.0,14.0,0.0
33616.0,14.0,1.0
10107.0,15.0,1.0
11664.0,15.0,1.0
11845.0,15.0,1.0
14441.0,15.0,1.0
17331.0,15.0,0.0
20920.0,15.0,0.0
22378.0,15.0,0.0
28234.0,15.0,0.0
30763.0,15.0,0.0
33577.0,15.0,1.0
4942.0,16.0,0.0
9566.0,16.0,1.0
11778.0,16.0,1.0
12790.0,16.0,0.0
13369.0,16.0,0.0
13694.0,16.0,1.0
16980.0,16.0,1.0
25921.0,16.0,0.0
29900.0,16.0,0.0
31650.0,16.0,1.0
3394.0,17.0,0.0
3931.0,17.0,1.0
8310.0,17.0,0.0
10205.0,17.0,0.0
16511.0,17.0,1.0
20712.0,17.0,0.0
23402.0,17.0,1.0
29395.0,17.0,0.0
30195.0,17.0,1.0
30379.0,17.0,1.0
5386.0,18.0,0.0
12327.0,18.0,0.0
15073.0,18.0,0.0
19146.0,18.0,1.0
20911.0,18.0,1.0
21606.0,18.0,0.0
23452.0,18.0,1.0
24419.0,18.0,1.0
27559.0,18.0,1.0
33680.0,18.0,0.0
1433.0,20.0,0.0
3796.0,20.0,1.0
4631.0,20.0,0.0
8301.0,20.0,1.0
13045.0,20.0,1.0
19355.0,20.0,1.0
25637.0,20.0,0.0
29985.0,20.0,1.0
30032.0,20.0,0.0
31033.0,20.0,0.0
3355.0,21.0,0.0
3931.0,21.0,1.0
6528.0,21.0,1.0
7239.0,21.0,1.0
11921.0,21.0,0.0
17239.0,21.0,0.0
17346.0,21.0,0.0
22814.0,21.0,0.0
26321.0,21.0,1.0
26680.0,21.0,1.0
2238.0,22.0,0.0
4826.0,22.0,0.0
9641.0,22.0,1.0
14502.0,22.0,1.0
16092.0,22.0,0.0
23350.0,22.0,0.0
24034.0,22.0,1.0
27415.0,22.0,1.0
29786.0,22.0,0.0
31912.0,22.0,1.0
2669.0,24.0,0.0
3355.0,24.0,0.0
5866.0,24.0,1.0
6159.0,24.0,1.0
8435.0,24.0,0.0
11715.0,24.0,1.0
14457.0,24.0,1.0
23857.0,24.0,0.0
27032.0,24.0,0.0
27794.0,24.0,1.0
6511.0,25.0,1.0
7112.0,25.0,0.0
8583.0,25.0,0.0
9264.0,25.0,0.0
19609.0,25.0,1.0
21751.0,25.0,0.0
24802.0,25.0,1.0
26766.0,25.0,1.0
34219.0,25.0,1.0
34470.0,25.0,0.0
942.0,26.0,0.0
2128.0,26.0,0.0
7887.0,26.0,1.0
8229.0,26.0,1.0
13963.0,26.0,0.0
14426.0,26.0,1.0
17544.0,26.0,0.0
19010.0,26.0,1.0
28997.0,26.0,1.0
34518.0,26.0,0.0
5294.0,27.0,1.0
9669.0,27.0,0.0
10670.0,27.0,0.0
12412.0,27.0,1.0
12921.0,27.0,0.0
24753.0,27.0,0.0
27253.0,27.0,0.0
27631.0,27.0,1.0
28212.0,27.0,1.0
33175.0,27.0,1.0
1925.0,29.0,1.0
5831.0,29.0,0.0
8356.0,29.0,0.0
8422.0,29.0,1.0
18229.0,29.0,0.0
19511.0,29.0,1.0
22185.0,29.0,0.0
26945.0,29.0,0.0
30295.0,29.0,1.0
30783.0,29.0,1.0
4152.0,31.0,1.0
10601.0,31.0,0.0
12513.0,31.0,0.0
15353.0,31.0,0.0
17310.0,31.0,1.0
21068.0,31.0,1.0
22113.0,31.0,1.0
23999.0,31.0,0.0
29465.0,31.0,0.0
33561.0,31.0,1.0
2049.0,36.0,0.0
6793.0,36.0,1.0
8082.0,36.0,0.0
8940.0,36.0,1.0
14502.0,36.0,1.0
18184.0,36.0,0.0
20031.0,36.0,1.0
20549.0,36.0,0.0
28646.0,36.0,0.0
31931.0,36.0,1.0
3355.0,37.0,0.0
3931.0,37.0,1.0
7954.0,37.0,1.0
17322.0,37.0,0.0
17451.0,37.0,0.0
25143.0,37.0,0.0
26321.0,37.0,1.0
26657.0,37.0,0.0
28010.0,37.0,1.0
33423.0,37.0,1.0
6779.0,38.0,0.0
7239.0,38.0,1.0
8435.0,38.0,1.0
10543.0,38.0,1.0
15545.0,38.0,1.0
17384.0,38.0,0.0
25380.0,38.0,0.0
32276.0,38.0,1.0
32625.0,38.0,0.0
