0,1,2
916.0,1.0,0.0
11605.0,1.0,0.0
23949.0,1.0,0.0
23246.0,1.0,0.0
15520.0,1.0,0.0
5292.0,1.0,0.0
31765.0,1.0,0.0
5886.0,1.0,0.0
4126.0,1.0,0.0
29934.0,1.0,0.0
34047.0,1.0,0.0
14136.0,1.0,0.0
7304.0,1.0,0.0
32279.0,1.0,0.0
8448.0,1.0,0.0
31920.0,1.0,0.0
4136.0,1.0,0.0
12457.0,1.0,0.0
23175.0,1.0,0.0
17787.0,1.0,0.0
16367.0,1.0,0.0
24674.0,1.0,0.0
16453.0,1.0,0.0
18097.0,1.0,0.0
8565.0,1.0,0.0
4422.0,1.0,0.0
28167.0,1.0,0.0
23321.0,1.0,0.0
17793.0,1.0,0.0
24456.0,1.0,0.0
5397.0,1.0,0.0
12151.0,1.0,0.0
2495.0,1.0,0.0
8514.0,1.0,0.0
2913.0,1.0,0.0
19584.0,1.0,0.0
17239.0,1.0,0.0
24879.0,1.0,0.0
11475.0,1.0,0.0
28940.0,1.0,0.0
3355.0,1.0,0.0
14859.0,1.0,0.0
1731.0,1.0,0.0
23491.0,1.0,0.0
690.0,1.0,0.0
11327.0,1.0,0.0
19368.0,1.0,0.0
14308.0,1.0,0.0
28580.0,1.0,0.0
25965.0,1.0,0.0
24741.0,1.0,0.0
29005.0,1.0,0.0
9135.0,1.0,0.0
9781.0,1.0,0.0
25793.0,1.0,0.0
18929.0,1.0,0.0
705.0,1.0,0.0
5999.0,1.0,0.0
30829.0,1.0,0.0
22814.0,1.0,0.0
21890.0,1.0,0.0
8506.0,1.0,0.0
14422.0,1.0,0.0
12233.0,1.0,0.0
22080.0,1.0,0.0
33764.0,1.0,0.0
9284.0,1.0,0.0
16680.0,1.0,0.0
31413.0,1.0,0.0
5713.0,1.0,0.0
27493.0,1.0,0.0
4200.0,1.0,0.0
19954.0,1.0,0.0
23478.0,1.0,0.0
29642.0,1.0,0.0
6307.0,1.0,0.0
20675.0,1.0,0.0
23465.0,1.0,0.0
6121.0,1.0,0.0
14374.0,1.0,0.0
566.0,1.0,0.0
26402.0,1.0,0.0
8596.0,1.0,0.0
11706.0,1.0,0.0
17451.0,1.0,0.0
4168.0,1.0,0.0
16586.0,1.0,0.0
14533.0,1.0,0.0
28680.0,1.0,0.0
12112.0,1.0,0.0
34403.0,1.0,0.0
8743.0,1.0,0.0
5147.0,1.0,0.0
8139.0,1.0,0.0
23526.0,1.0,0.0
9274.0,1.0,0.0
7944.0,1.0,0.0
2154.0,1.0,0.0
19240.0,1.0,0.0
10852.0,1.0,0.0
30100.0,1.0,0.0
14905.0,1.0,0.0
7798.0,1.0,0.0
18994.0,1.0,0.0
10150.0,1.0,0.0
3898.0,1.0,0.0
4885.0,1.0,0.0
2171.0,1.0,0.0
24609.0,1.0,0.0
